Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Month,Year,Price_per_unit,Profit_margin,Profit_per_unit
2024-09-13,Keyboard,Accessories,North,9,2628,459.87,9,2024,292.0,0.17498858447488586,51.096666666666664
2024-05-26,Camera,Electronics,South,6,606,104.85,5,2024,101.0,0.173019801980198,17.474999999999998
2024-11-15,Headphones,Accessories,East,8,7256,558.79,11,2024,907.0,0.07701074972436604,69.84875
2023-03-11,Camera,Electronics,West,4,1956,125.69,3,2023,489.0,0.06425869120654397,31.4225
2024-06-20,Printer,Office,South,6,3954,690.1,6,2024,659.0,0.17453211937278706,115.01666666666667
2023-01-11,Keyboard,Accessories,East,6,2262,442.86,1,2023,377.0,0.19578249336870027,73.81
2022-02-15,Printer,Office,North,4,2804,391.59,2,2022,701.0,0.13965406562054208,97.8975
2022-04-26,Tablet,Electronics,South,9,5850,1511.06,4,2022,650.0,0.2583008547008547,167.89555555555555
2023-06-07,Keyboard,Accessories,West,1,56,9.16,6,2023,56.0,0.16357142857142856,9.16
2024-01-17,Monitor,Accessories,East,9,4302,344.64,1,2024,478.0,0.08011157601115759,38.29333333333333
2024-05-14,Camera,Electronics,West,9,10143,1690.66,5,2024,1127.0,0.16668244109237898,187.85111111111112
2023-05-15,Headphones,Accessories,North,1,1012,164.89,5,2023,1012.0,0.16293478260869565,164.89
2023-05-22,Tablet,Electronics,East,9,8964,448.62,5,2023,996.0,0.050046854082998665,49.846666666666664
2022-08-05,Mouse,Accessories,South,6,1758,262.36,8,2022,293.0,0.1492377701934016,43.72666666666667
2023-10-12,Printer,Office,North,6,6348,557.72,10,2023,1058.0,0.08785759294265912,92.95333333333333
2023-11-04,Printer,Office,North,2,1582,422.46,11,2023,791.0,0.2670417193426043,211.23
2023-05-17,Mouse,Accessories,South,2,1924,394.4,5,2023,962.0,0.20498960498960497,197.2
2023-04-02,Keyboard,Accessories,North,1,120,23.86,4,2023,120.0,0.19883333333333333,23.86
2024-01-26,Headphones,Accessories,East,8,7752,1943.84,1,2024,969.0,0.2507533539731682,242.98
2023-07-13,Camera,Electronics,East,2,1114,300.44,7,2023,557.0,0.2696947935368043,150.22
2024-11-28,Keyboard,Accessories,North,5,1765,229.06,11,2024,353.0,0.12977903682719547,45.812
2022-08-10,Keyboard,Accessories,West,6,6834,1418.21,8,2022,1139.0,0.20752268071407667,236.36833333333334
2022-09-14,Smartphone,Electronics,East,5,1520,433.53,9,2022,304.0,0.28521710526315786,86.70599999999999
2023-08-05,Smartwatch,Electronics,West,7,8141,767.6,8,2023,1163.0,0.09428817098636531,109.65714285714286
2023-08-30,Tablet,Electronics,South,8,5176,866.36,8,2023,647.0,0.16738021638330758,108.295
2024-05-11,Mouse,Accessories,East,9,738,64.42,5,2024,82.0,0.087289972899729,7.157777777777778
2024-01-17,Printer,Office,South,9,4086,217.48,1,2024,454.0,0.05322564855604503,24.16444444444444
2022-09-16,Mouse,Accessories,East,2,442,28.13,9,2022,221.0,0.06364253393665158,14.065
2023-01-13,Smartphone,Electronics,East,6,2478,153.86,1,2023,413.0,0.062090395480226,25.643333333333334
2022-01-22,Keyboard,Accessories,South,2,1860,327.15,1,2022,930.0,0.17588709677419354,163.575
2022-05-24,Monitor,Accessories,East,9,4968,991.82,5,2022,552.0,0.19964170692431563,110.20222222222223
2023-03-05,Printer,Office,South,3,1446,278.94,3,2023,482.0,0.1929045643153527,92.98
2023-04-25,Mouse,Accessories,East,7,1722,414.87,4,2023,246.0,0.2409233449477352,59.26714285714286
2024-07-13,Smartwatch,Electronics,East,7,6573,460.28,7,2024,939.0,0.07002586338049596,65.75428571428571
2024-09-01,Headphones,Accessories,East,3,2481,249.52,9,2024,827.0,0.10057234985892785,83.17333333333333
2024-12-26,Monitor,Accessories,West,6,3828,1102.86,12,2024,638.0,0.28810344827586204,183.80999999999997
2023-08-20,Tablet,Electronics,East,7,1197,103.34,8,2023,171.0,0.08633249791144529,14.762857142857143
2022-01-09,Tablet,Electronics,West,7,7623,1459.84,1,2022,1089.0,0.1915046569592024,208.54857142857142
2022-08-14,Mouse,Accessories,North,9,3384,252.11,8,2022,376.0,0.07450059101654846,28.012222222222224
2022-01-01,Monitor,Accessories,South,8,1296,273.97,1,2022,162.0,0.21139660493827162,34.24625
2024-07-25,Tablet,Electronics,West,8,2840,262.62,7,2024,355.0,0.09247183098591549,32.8275
2024-08-22,Camera,Electronics,East,7,1540,342.93,8,2024,220.0,0.22268181818181818,48.99
2022-06-28,Camera,Electronics,West,2,1414,308.39,6,2022,707.0,0.2180975954738331,154.195
2023-04-26,Camera,Electronics,West,8,8328,466.38,4,2023,1041.0,0.0560014409221902,58.2975
2023-08-29,Camera,Electronics,North,2,744,217.21,8,2023,372.0,0.2919489247311828,108.605
2023-01-02,Mouse,Accessories,South,9,1773,168.01,1,2023,197.0,0.09476029328821206,18.667777777777776
2023-08-11,Smartphone,Electronics,East,7,6034,1018.37,8,2023,862.0,0.1687719588995691,145.48142857142858
2023-06-22,Smartphone,Electronics,South,9,756,99.21,6,2023,84.0,0.13123015873015872,11.023333333333333
2024-07-27,Monitor,Accessories,East,8,2256,468.52,7,2024,282.0,0.207677304964539,58.565
2023-11-30,Monitor,Accessories,North,7,875,203.63,11,2023,125.0,0.23271999999999998,29.09
2024-11-26,Headphones,Accessories,South,4,1208,115.13,11,2024,302.0,0.09530629139072848,28.7825
2023-08-15,Headphones,Accessories,South,2,352,54.19,8,2023,176.0,0.15394886363636362,27.095
2023-02-23,Printer,Office,West,6,4266,357.51,2,2023,711.0,0.08380450070323488,59.585
2022-03-26,Tablet,Electronics,North,7,1841,496.89,3,2022,263.0,0.26990222705051603,70.98428571428572
2024-07-27,Camera,Electronics,East,1,712,89.5,7,2024,712.0,0.12570224719101122,89.5
2024-03-23,Printer,Office,West,2,724,72.19,3,2024,362.0,0.09970994475138122,36.095
2024-12-09,Smartphone,Electronics,West,8,5832,662.72,12,2024,729.0,0.11363511659807957,82.84
2023-06-17,Keyboard,Accessories,South,6,4188,989.14,6,2023,698.0,0.23618433619866283,164.85666666666665
2023-09-21,Tablet,Electronics,West,1,392,50.7,9,2023,392.0,0.12933673469387755,50.7
2022-05-14,Laptop,Electronics,East,9,963,49.71,5,2022,107.0,0.05161993769470405,5.523333333333333
2024-04-13,Camera,Electronics,West,6,5706,319.46,4,2024,951.0,0.05598668068699614,53.24333333333333
2024-06-11,Headphones,Accessories,West,7,1365,312.04,6,2024,195.0,0.2286007326007326,44.57714285714286
2023-05-23,Headphones,Accessories,South,1,202,11.24,5,2023,202.0,0.055643564356435644,11.24
2023-12-24,Smartphone,Electronics,North,9,2430,613.67,12,2023,270.0,0.25253909465020574,68.18555555555555
2023-04-26,Monitor,Accessories,South,3,2670,515.39,4,2023,890.0,0.19302996254681648,171.79666666666665
2022-01-21,Tablet,Electronics,South,7,2758,520.66,1,2022,394.0,0.18878172588832487,74.38
2022-10-14,Monitor,Accessories,South,9,873,82.35,10,2022,97.0,0.09432989690721649,9.149999999999999
2023-08-23,Smartwatch,Electronics,West,9,7245,1410.92,8,2023,805.0,0.194743961352657,156.7688888888889
2023-09-13,Camera,Electronics,North,4,960,255.24,9,2023,240.0,0.26587500000000003,63.81
2024-12-28,Smartwatch,Electronics,East,4,1284,171.02,12,2024,321.0,0.13319314641744548,42.755
2023-06-09,Mouse,Accessories,West,4,512,110.47,6,2023,128.0,0.21576171875,27.6175
2022-07-10,Smartwatch,Electronics,South,9,9729,2039.41,7,2022,1081.0,0.20962174940898345,226.60111111111112
2023-01-11,Camera,Electronics,North,5,1580,166.16,1,2023,316.0,0.10516455696202531,33.232
2023-07-26,Mouse,Accessories,East,8,976,234.24,7,2023,122.0,0.24000000000000002,29.28
2024-01-05,Printer,Office,North,8,1824,495.35,1,2024,228.0,0.27157346491228074,61.91875
2023-05-08,Smartphone,Electronics,South,4,3188,202.81,5,2023,797.0,0.06361668757841907,50.7025
2023-11-29,Camera,Electronics,East,7,5467,556.02,11,2023,781.0,0.10170477409914029,79.43142857142857
2024-09-05,Smartphone,Electronics,South,6,5406,1277.46,9,2024,901.0,0.23630410654827969,212.91
2024-08-08,Headphones,Accessories,East,8,2984,742.31,8,2024,373.0,0.24876340482573725,92.78875
2023-04-12,Printer,Office,North,1,919,193.35,4,2023,919.0,0.2103917301414581,193.35
2023-08-18,Camera,Electronics,South,6,1686,426.72,8,2023,281.0,0.25309608540925266,71.12
2023-06-02,Laptop,Electronics,West,7,4165,493.24,6,2023,595.0,0.1184249699879952,70.46285714285715
2023-11-17,Smartphone,Electronics,West,7,1281,282.63,11,2023,183.0,0.22063231850117096,40.37571428571429
2024-06-17,Smartwatch,Electronics,East,3,2829,362.16,6,2024,943.0,0.128016967126193,120.72000000000001
2024-04-06,Monitor,Accessories,West,3,2211,292.31,4,2024,737.0,0.13220714608774312,97.43666666666667
2024-12-18,Headphones,Accessories,East,4,4740,607.81,12,2024,1185.0,0.12822995780590715,151.9525
2023-12-09,Camera,Electronics,East,1,718,169.09,12,2023,718.0,0.23550139275766016,169.09
2022-10-10,Headphones,Accessories,North,6,1716,108.81,10,2022,286.0,0.06340909090909091,18.135
2024-04-22,Monitor,Accessories,South,7,1547,152.59,4,2024,221.0,0.0986360698125404,21.798571428571428
2022-06-14,Mouse,Accessories,North,1,739,111.18,6,2022,739.0,0.15044654939106902,111.18
2023-09-03,Laptop,Electronics,West,3,819,231.88,9,2023,273.0,0.2831257631257631,77.29333333333334
2023-12-19,Laptop,Electronics,South,8,5696,1156.3,12,2023,712.0,0.203002106741573,144.5375
2023-01-22,Monitor,Accessories,South,2,1706,184.71,1,2023,853.0,0.10827080890973037,92.355
2024-01-23,Camera,Electronics,North,2,2066,608.23,1,2024,1033.0,0.2943998063891578,304.115
2024-06-07,Laptop,Electronics,North,2,256,35.66,6,2024,128.0,0.139296875,17.83
2024-02-04,Smartphone,Electronics,North,2,1102,182.54,2,2024,551.0,0.1656442831215971,91.27
2024-08-31,Monitor,Accessories,North,8,2872,483.94,8,2024,359.0,0.16850278551532033,60.4925
2024-11-11,Tablet,Electronics,East,4,2584,394.52,11,2024,646.0,0.1526780185758514,98.63
2024-07-27,Mouse,Accessories,North,2,1366,298.32,7,2024,683.0,0.21838945827232795,149.16
2024-05-11,Smartwatch,Electronics,South,7,1253,354.23,5,2024,179.0,0.2827055067837191,50.604285714285716
2023-03-24,Laptop,Electronics,West,7,2618,300.81,3,2023,374.0,0.11490068754774638,42.972857142857144
2022-09-22,Headphones,Accessories,East,9,6822,1811.37,9,2022,758.0,0.26551890941073,201.26333333333332
2023-11-05,Keyboard,Accessories,East,6,5286,636.16,11,2023,881.0,0.12034808929247068,106.02666666666666
2024-06-13,Monitor,Accessories,North,1,579,133.57,6,2024,579.0,0.2306908462867012,133.57
2022-02-28,Laptop,Electronics,West,8,1392,190.99,2,2022,174.0,0.13720545977011495,23.87375
2022-11-14,Laptop,Electronics,West,9,2493,696.69,11,2022,277.0,0.27945848375451265,77.41000000000001
2023-09-17,Smartphone,Electronics,North,7,6461,766.45,9,2023,923.0,0.11862714750038694,109.49285714285715
2022-08-17,Tablet,Electronics,East,2,1486,201.07,8,2022,743.0,0.13530955585464333,100.535
2023-05-14,Printer,Office,South,1,1152,280.28,5,2023,1152.0,0.2432986111111111,280.28
2022-03-12,Smartwatch,Electronics,West,2,1750,103.99,3,2022,875.0,0.05942285714285714,51.995
2022-07-12,Smartphone,Electronics,West,7,4417,495.37,7,2022,631.0,0.11215078107312655,70.76714285714286
2024-07-05,Laptop,Electronics,South,4,3724,276.85,7,2024,931.0,0.0743421052631579,69.2125
2023-06-16,Camera,Electronics,West,3,2220,121.14,6,2023,740.0,0.05456756756756757,40.38
2023-06-20,Monitor,Accessories,West,8,9104,2620.58,6,2023,1138.0,0.2878492970123023,327.5725
2024-08-08,Printer,Office,West,3,3093,584.23,8,2024,1031.0,0.1888878111865503,194.74333333333334
2023-03-01,Headphones,Accessories,South,6,3048,842.24,3,2023,508.0,0.2763254593175853,140.37333333333333
2022-05-02,Smartphone,Electronics,North,1,161,36.58,5,2022,161.0,0.22720496894409936,36.58
2023-07-23,Monitor,Accessories,West,7,7238,1889.69,7,2023,1034.0,0.2610790273556231,269.9557142857143
2024-03-30,Smartphone,Electronics,North,3,3561,347.31,3,2024,1187.0,0.09753159224936815,115.77
2022-08-07,Monitor,Accessories,North,5,1850,534.39,8,2022,370.0,0.28885945945945946,106.878
2022-03-06,Mouse,Accessories,West,6,3522,626.72,3,2022,587.0,0.1779443498012493,104.45333333333333
2023-11-24,Smartwatch,Electronics,East,1,584,172.4,11,2023,584.0,0.29520547945205483,172.4
2023-08-31,Smartphone,Electronics,East,4,2556,412.44,8,2023,639.0,0.16136150234741783,103.11
2023-10-14,Smartphone,Electronics,South,2,348,56.31,10,2023,174.0,0.16181034482758622,28.155
2023-05-16,Monitor,Accessories,South,9,1602,142.49,5,2023,178.0,0.08894506866416979,15.832222222222223
2023-06-19,Monitor,Accessories,South,3,2853,437.59,6,2023,951.0,0.153378899404136,145.86333333333332
2023-07-21,Printer,Office,West,1,1024,230.3,7,2023,1024.0,0.22490234375,230.3
2022-03-20,Camera,Electronics,East,5,4485,1324.49,3,2022,897.0,0.2953154960981048,264.898
2023-08-06,Printer,Office,East,2,436,79.69,8,2023,218.0,0.18277522935779816,39.845
2024-10-21,Smartwatch,Electronics,North,2,2232,150.12,10,2024,1116.0,0.06725806451612903,75.06
2022-08-14,Keyboard,Accessories,South,6,7056,1445.01,8,2022,1176.0,0.20479166666666668,240.835
2022-03-15,Keyboard,Accessories,East,5,875,96.65,3,2022,175.0,0.11045714285714286,19.330000000000002
2022-02-01,Smartwatch,Electronics,East,3,315,61.94,2,2022,105.0,0.19663492063492063,20.646666666666665
2022-04-24,Laptop,Electronics,East,2,358,51.75,4,2022,179.0,0.14455307262569833,25.875
2023-03-23,Camera,Electronics,South,7,3451,194.42,3,2023,493.0,0.05633729353810489,27.774285714285714
2022-02-10,Laptop,Electronics,North,9,1350,189.13,2,2022,150.0,0.1400962962962963,21.014444444444443
2023-10-19,Tablet,Electronics,West,8,3320,413.32,10,2023,415.0,0.12449397590361445,51.665
2024-09-10,Mouse,Accessories,North,9,8442,940.33,9,2024,938.0,0.11138711205875386,104.48111111111112
2022-06-17,Keyboard,Accessories,South,1,166,31.97,6,2022,166.0,0.19259036144578312,31.97
2023-08-09,Mouse,Accessories,North,5,3720,448.6,8,2023,744.0,0.12059139784946238,89.72
2023-07-11,Laptop,Electronics,South,2,1090,136.65,7,2023,545.0,0.12536697247706421,68.325
2024-01-05,Laptop,Electronics,West,9,9783,2347.49,1,2024,1087.0,0.2399560462025963,260.8322222222222
2022-09-22,Smartphone,Electronics,North,4,2432,657.18,9,2022,608.0,0.2702220394736842,164.295
2023-06-22,Mouse,Accessories,North,7,4060,291.42,6,2023,580.0,0.07177832512315271,41.63142857142857
2023-03-26,Smartwatch,Electronics,North,1,387,99.59,3,2023,387.0,0.25733850129198965,99.59
2023-08-11,Smartwatch,Electronics,North,3,966,120.56,8,2023,322.0,0.12480331262939959,40.18666666666667
2024-05-17,Tablet,Electronics,North,3,3366,882.29,5,2024,1122.0,0.2621182412358883,294.09666666666664
2024-06-30,Monitor,Accessories,West,7,7833,1843.94,6,2024,1119.0,0.2354066130473637,263.42
2023-04-09,Monitor,Accessories,West,1,610,33.55,4,2023,610.0,0.05499999999999999,33.55
2022-05-28,Smartwatch,Electronics,West,8,4288,597.09,5,2022,536.0,0.13924673507462687,74.63625
2022-07-18,Printer,Office,North,9,7740,605.35,7,2022,860.0,0.07821059431524548,67.26111111111112
2024-08-20,Smartwatch,Electronics,West,9,3150,457.13,8,2024,350.0,0.14512063492063493,50.79222222222222
2023-12-31,Keyboard,Accessories,West,2,894,224.75,12,2023,447.0,0.25139821029082776,112.375
2022-10-09,Laptop,Electronics,North,8,7544,1219.73,10,2022,943.0,0.161682131495228,152.46625
2024-03-01,Keyboard,Accessories,North,8,6360,1871.88,3,2024,795.0,0.29432075471698116,233.985
2022-03-19,Smartphone,Electronics,West,4,2428,485.75,3,2022,607.0,0.20006177924217464,121.4375
2022-10-05,Headphones,Accessories,South,2,574,38.52,10,2022,287.0,0.06710801393728223,19.26
2023-04-25,Keyboard,Accessories,West,6,6744,660.47,4,2023,1124.0,0.09793446026097272,110.07833333333333
2023-09-11,Headphones,Accessories,North,6,798,213.4,9,2023,133.0,0.2674185463659148,35.56666666666667
2023-01-13,Printer,Office,North,5,2860,339.0,1,2023,572.0,0.11853146853146854,67.8
2022-04-03,Printer,Office,South,5,5410,1129.77,4,2022,1082.0,0.20882994454713494,225.954
2023-02-26,Laptop,Electronics,West,5,4445,580.15,2,2023,889.0,0.13051743532058493,116.03
2024-11-03,Smartwatch,Electronics,South,8,7536,1197.09,11,2024,942.0,0.15884952229299362,149.63625
2023-09-26,Monitor,Accessories,North,7,4165,263.26,9,2023,595.0,0.06320768307322928,37.60857142857143
2024-02-19,Laptop,Electronics,East,3,3021,763.99,2,2024,1007.0,0.2528930817610063,254.66333333333333
2024-04-29,Keyboard,Accessories,North,2,310,70.66,4,2024,155.0,0.22793548387096774,35.33
2024-05-15,Headphones,Accessories,South,2,2170,522.0,5,2024,1085.0,0.24055299539170508,261.0
2024-10-22,Tablet,Electronics,West,3,2832,317.76,10,2024,944.0,0.11220338983050847,105.92
2022-07-31,Smartwatch,Electronics,West,5,3945,392.09,7,2022,789.0,0.09938910012674271,78.41799999999999
2022-09-10,Tablet,Electronics,South,4,2104,308.0,9,2022,526.0,0.14638783269961977,77.0
2022-08-24,Monitor,Accessories,South,2,2060,517.64,8,2022,1030.0,0.25128155339805824,258.82
2024-06-23,Printer,Office,North,4,1060,155.78,6,2024,265.0,0.1469622641509434,38.945
2023-01-13,Smartwatch,Electronics,South,6,810,108.61,1,2023,135.0,0.1340864197530864,18.101666666666667
2022-09-23,Laptop,Electronics,West,3,873,57.42,9,2022,291.0,0.06577319587628866,19.14
2022-02-08,Tablet,Electronics,West,5,595,121.11,2,2022,119.0,0.20354621848739496,24.222
2022-12-18,Laptop,Electronics,West,2,1562,119.56,12,2022,781.0,0.07654289372599232,59.78
2022-01-25,Smartwatch,Electronics,East,9,5337,1575.99,1,2022,593.0,0.29529510961214167,175.11
2022-12-09,Printer,Office,North,2,212,13.4,12,2022,106.0,0.06320754716981132,6.7
2023-06-14,Printer,Office,East,8,2704,705.74,6,2023,338.0,0.2609985207100592,88.2175
2024-05-31,Laptop,Electronics,North,5,3225,523.32,5,2024,645.0,0.16226976744186047,104.66400000000002
2023-08-07,Monitor,Accessories,North,2,1342,184.59,8,2023,671.0,0.13754843517138599,92.295
2022-07-13,Mouse,Accessories,South,7,3395,1012.78,7,2022,485.0,0.29831516936671576,144.68285714285713
2024-12-01,Smartwatch,Electronics,East,4,3968,480.72,12,2024,992.0,0.1211491935483871,120.18
2024-04-12,Smartphone,Electronics,West,5,4555,776.65,4,2024,911.0,0.17050493962678376,155.32999999999998
2022-02-26,Tablet,Electronics,West,2,2132,365.44,2,2022,1066.0,0.17140712945590994,182.72
2022-03-31,Mouse,Accessories,West,6,6516,842.83,3,2022,1086.0,0.12934775936157153,140.47166666666666
2023-08-17,Smartwatch,Electronics,North,2,2040,481.15,8,2023,1020.0,0.23585784313725489,240.575
2024-09-23,Mouse,Accessories,East,6,6126,428.38,9,2024,1021.0,0.06992817499183807,71.39666666666666
2022-09-11,Smartwatch,Electronics,West,8,520,30.58,9,2022,65.0,0.058807692307692304,3.8225
2023-01-01,Camera,Electronics,South,5,4470,526.96,1,2023,894.0,0.1178881431767338,105.39200000000001
2024-07-12,Smartwatch,Electronics,West,8,5504,1196.78,7,2024,688.0,0.21743822674418603,149.5975
2022-01-11,Headphones,Accessories,West,4,3036,511.69,1,2022,759.0,0.16854084321475626,127.9225
2024-10-05,Smartwatch,Electronics,East,5,2725,308.29,10,2024,545.0,0.11313394495412844,61.658
2024-09-16,Printer,Office,North,8,4080,336.96,9,2024,510.0,0.08258823529411764,42.12
2024-05-23,Keyboard,Accessories,North,8,3080,776.6,5,2024,385.0,0.25214285714285717,97.075
2023-06-08,Smartwatch,Electronics,North,5,1525,413.75,6,2023,305.0,0.2713114754098361,82.75
2022-07-16,Monitor,Accessories,South,4,1332,342.85,7,2022,333.0,0.2573948948948949,85.7125
2023-07-24,Smartphone,Electronics,South,7,4669,803.21,7,2023,667.0,0.1720304133647462,114.74428571428572
2022-03-12,Smartwatch,Electronics,West,6,5310,1099.84,3,2022,885.0,0.2071261770244821,183.30666666666664
2023-01-12,Camera,Electronics,East,8,9392,2651.84,1,2023,1174.0,0.282350936967632,331.48
2022-11-03,Monitor,Accessories,South,5,1350,198.19,11,2022,270.0,0.14680740740740741,39.638
2024-03-14,Monitor,Accessories,North,4,3648,768.61,3,2024,912.0,0.2106935307017544,192.1525
2023-07-27,Printer,Office,North,2,300,47.59,7,2023,150.0,0.15863333333333335,23.795
2022-08-14,Smartphone,Electronics,North,3,3408,727.26,8,2022,1136.0,0.21339788732394366,242.42
2024-11-17,Keyboard,Accessories,South,9,4302,475.96,11,2024,478.0,0.1106369130636913,52.88444444444444
2024-05-13,Keyboard,Accessories,South,5,4575,771.24,5,2024,915.0,0.16857704918032787,154.248
2022-10-21,Laptop,Electronics,East,8,9304,1855.7,10,2022,1163.0,0.1994518486672399,231.9625
2024-04-15,Monitor,Accessories,East,4,1928,232.48,4,2024,482.0,0.12058091286307053,58.12
2023-01-17,Printer,Office,East,2,1042,86.24,1,2023,521.0,0.08276391554702495,43.12
2023-11-28,Tablet,Electronics,East,3,2214,507.7,11,2023,738.0,0.22931345980126466,169.23333333333332
2024-05-03,Keyboard,Accessories,South,4,3024,678.26,5,2024,756.0,0.22429232804232804,169.565
2023-08-11,Camera,Electronics,East,2,1104,173.01,8,2023,552.0,0.1567119565217391,86.505
2022-07-26,Mouse,Accessories,East,8,6056,1631.71,7,2022,757.0,0.2694369220607662,203.96375
2023-02-07,Mouse,Accessories,South,5,5295,1375.98,2,2023,1059.0,0.25986402266288955,275.196
2022-01-19,Smartphone,Electronics,North,4,3668,839.4,1,2022,917.0,0.22884405670665212,209.85
2023-06-30,Printer,Office,South,9,4293,295.47,6,2023,477.0,0.0688259958071279,32.830000000000005
2022-08-19,Mouse,Accessories,North,7,5789,950.45,8,2022,827.0,0.16418206944204528,135.77857142857144
2023-08-27,Smartwatch,Electronics,North,6,4440,800.92,8,2023,740.0,0.18038738738738738,133.48666666666665
2022-03-10,Printer,Office,South,5,5515,330.02,3,2022,1103.0,0.059840435176790566,66.00399999999999
2024-10-12,Camera,Electronics,North,4,784,192.77,10,2024,196.0,0.24588010204081634,48.1925
2024-06-15,Laptop,Electronics,East,4,576,156.59,6,2024,144.0,0.2718576388888889,39.1475
2024-09-09,Smartwatch,Electronics,West,5,705,198.62,9,2024,141.0,0.2817304964539007,39.724000000000004
2023-09-24,Keyboard,Accessories,North,6,4458,1215.3,9,2023,743.0,0.27261103633916556,202.54999999999998
2022-08-25,Smartphone,Electronics,East,6,6780,811.92,8,2022,1130.0,0.11975221238938052,135.32
2023-10-01,Smartwatch,Electronics,North,5,3970,642.7,10,2023,794.0,0.16188916876574308,128.54000000000002
2023-01-08,Monitor,Accessories,North,7,5131,368.11,1,2023,733.0,0.07174235041902163,52.58714285714286
2022-10-02,Laptop,Electronics,East,7,1750,90.21,10,2022,250.0,0.05154857142857142,12.887142857142857
2022-02-11,Tablet,Electronics,East,7,8337,753.35,2,2022,1191.0,0.09036224061412979,107.62142857142858
2022-09-15,Keyboard,Accessories,East,9,9810,549.46,9,2022,1090.0,0.056010193679918455,61.05111111111111
2024-01-28,Keyboard,Accessories,East,3,2658,794.36,1,2024,886.0,0.29885628291948835,264.7866666666667
2022-07-23,Printer,Office,West,1,473,43.65,7,2022,473.0,0.09228329809725158,43.65
2022-01-14,Tablet,Electronics,North,9,2205,410.01,1,2022,245.0,0.1859455782312925,45.556666666666665
2023-06-13,Smartphone,Electronics,South,9,6948,1409.3,6,2023,772.0,0.20283534830166955,156.58888888888887
2022-09-09,Tablet,Electronics,North,3,774,212.02,9,2022,258.0,0.27392764857881136,70.67333333333333
2023-12-26,Tablet,Electronics,North,3,2532,343.13,12,2023,844.0,0.1355173775671406,114.37666666666667
2024-11-16,Laptop,Electronics,West,7,6587,1173.91,11,2024,941.0,0.17821618339152878,167.70142857142858
2024-04-01,Smartphone,Electronics,East,7,7266,806.79,4,2024,1038.0,0.11103633360858794,115.25571428571428
2024-11-27,Smartphone,Electronics,East,7,6867,502.06,11,2024,981.0,0.07311198485510412,71.72285714285714
2023-07-01,Camera,Electronics,South,9,4887,396.36,7,2023,543.0,0.08110497237569061,44.04
2023-02-13,Mouse,Accessories,West,4,864,251.99,2,2023,216.0,0.2916550925925926,62.9975
2023-11-09,Smartphone,Electronics,East,6,5190,1215.07,11,2023,865.0,0.23411753371868976,202.51166666666666
2022-05-20,Keyboard,Accessories,South,8,2128,294.45,5,2022,266.0,0.13836936090225563,36.80625
2024-06-26,Mouse,Accessories,East,2,1718,218.82,6,2024,859.0,0.12736903376018627,109.41
2022-05-02,Smartphone,Electronics,North,2,1270,229.39,5,2022,635.0,0.18062204724409447,114.695
2023-05-18,Keyboard,Accessories,East,7,2569,130.19,5,2023,367.0,0.050677306344881275,18.59857142857143
2022-02-14,Printer,Office,South,2,1518,262.65,2,2022,759.0,0.17302371541501974,131.325
2022-11-22,Headphones,Accessories,South,2,1210,268.37,11,2022,605.0,0.22179338842975208,134.185
2022-03-15,Mouse,Accessories,East,2,1128,94.13,3,2022,564.0,0.08344858156028369,47.065
2023-08-23,Headphones,Accessories,North,1,1077,77.97,8,2023,1077.0,0.07239554317548746,77.97
2023-12-18,Keyboard,Accessories,East,6,2244,517.47,12,2023,374.0,0.23060160427807488,86.245
2022-09-16,Mouse,Accessories,West,8,1608,464.18,9,2022,201.0,0.28866915422885575,58.0225
2024-12-15,Camera,Electronics,West,5,3685,476.2,12,2024,737.0,0.12922659430122116,95.24
2024-04-25,Camera,Electronics,North,8,4080,1079.49,4,2024,510.0,0.2645808823529412,134.93625
2024-02-09,Monitor,Accessories,North,1,404,84.4,2,2024,404.0,0.20891089108910893,84.4
2023-04-19,Keyboard,Accessories,South,2,1738,163.38,4,2023,869.0,0.09400460299194476,81.69
2023-01-31,Printer,Office,West,3,828,210.33,1,2023,276.0,0.2540217391304348,70.11
2023-11-24,Mouse,Accessories,North,4,4344,461.72,11,2023,1086.0,0.10628913443830572,115.43
2023-10-02,Tablet,Electronics,North,1,1130,268.88,10,2023,1130.0,0.23794690265486726,268.88
2024-04-18,Headphones,Accessories,North,3,1698,304.91,4,2024,566.0,0.17957008244994113,101.63666666666667
2023-06-27,Tablet,Electronics,East,4,844,136.02,6,2023,211.0,0.1611611374407583,34.005
2023-02-20,Printer,Office,West,2,2286,218.18,2,2023,1143.0,0.09544181977252844,109.09
2023-12-12,Camera,Electronics,East,2,1026,170.31,12,2023,513.0,0.16599415204678364,85.155
2023-10-04,Laptop,Electronics,West,6,6984,1433.65,10,2023,1164.0,0.20527634593356245,238.9416666666667
2022-02-18,Monitor,Accessories,West,4,1672,432.35,2,2022,418.0,0.2585825358851675,108.0875
2023-01-08,Laptop,Electronics,North,6,1092,63.98,1,2023,182.0,0.05858974358974359,10.663333333333332
2024-04-01,Headphones,Accessories,South,2,272,24.71,4,2024,136.0,0.09084558823529412,12.355
2023-11-12,Headphones,Accessories,West,2,1126,204.99,11,2023,563.0,0.18205150976909415,102.495
2023-10-22,Mouse,Accessories,West,7,8155,2177.38,10,2023,1165.0,0.2669993868792152,311.05428571428575
2023-03-29,Smartwatch,Electronics,East,7,4298,358.38,3,2023,614.0,0.08338296882270824,51.19714285714286
